Lunation Number,Date of occurrence,Day of Month,Time of occurrence,Time Difference,Angle of Rays,Eclipse Type 1,Gamma,Magnitude 1,Latitude,Longitude,Eclipse Duration (m)
LN-6157,2023-11,10,08:44:48,1447,163,N,-1.1969,0.6981,16N,129W,247.6485
LN-6162,2021-04,7,00:35:16,1448,130,P,-0.8576,1.2623,8S,3W,274.39020000000005
LN-6168,2023-09,30,16:05:36,1450,135,Nx,1.03,1.0062,4N,122E,292.63259999999997
LN-6174,2021-03,27,16:22:54,1453,140,T-,-0.1705,2.5359,3S,122E,337.72034999999994
LN-6180,2024-09,19,20:14:17,1455,145,T+,0.2568,2.4,1S,61E,358.86495
LN-6186,2020-03,17,03:30:27,1457,150,P,0.5665,1.8378,2N,44W,339.79335000000003
LN-6192,2024-09,9,07:45:59,1459,155,P,-0.4957,1.9335,6S,111W,321.55095
LN-6198,2022-03,6,07:13:33,1461,160,N,1.3146,0.4909,7N,99W,215.72429999999997
LN-6203,2025-07,31,17:06:36,1463,127,N,1.3097,0.4276,17S,111E,174.6789
LN-6204,2021-08,30,00:04:13,1463,165,N,-1.1957,0.6361,10S,6E,207.6396
LN-6209,2025-01,24,12:26:40,1465,132,Nx,-1.0173,1.0327,18N,178W,292.11435
LN-6215,2021-07,21,08:11:07,1467,137,P,0.6051,1.7398,20S,115W,320.4108
LN-6221,2022-01,13,18:27:08,1469,142,T,-0.2833,2.3514,21N,91E,349.64009999999996
LN-6227,2023-07,10,17:04:26,1471,147,T-,-0.1673,2.5705,22S,112E,371.09565000000003
LN-6233,2022-01,3,07:13:07,1473,152,T,0.4063,2.1021,23N,101W,323.313
LN-6239,2024-06,28,19:14:33,1475,157,P,-0.9484,1.153,24S,79E,310.2531
LN-6245,2022-12,22,22:54:41,1478,162,N,1.0627,0.8943,24N,22E,241.94774999999998
LN-6250,2023-05,19,07:09:44,1479,129,N,1.1112,0.836,19S,102W,259.77555
LN-6256,2021-11,12,23:47:37,1481,134,P,-0.9869,1.0642,17N,6E,281.23109999999997
LN-6262,2020-05,8,17:18:30,1484,139,T,0.3158,2.2691,17S,106E,336.26925
LN-6268,2024-11,2,04:15:24,1486,144,T,-0.2945,2.3586,14N,62W,378.86940000000004
LN-6274,2025-04,28,08:48:07,1488,149,T,-0.4117,2.0786,14S,127W,317.92320000000007
LN-6280,2021-10,22,04:00:56,1490,154,T,0.4193,2.1325,11N,58W,375.7599
LN-6285,2021-03,18,15:08:38,1492,121,N,1.5273,0.0544,2N,142E,67.0902
LN-6286,2025-04,17,01:15:51,1492,159,N,-1.1252,0.7768,12S,13W,230.4426
LN-6292,2023-10,10,06:29:19,1494,164,N,1.1203,0.8248,8N,95W,259.4646
LN-6297,2021-03,8,00:13:07,1496,131,P,0.8858,1.2614,6N,6E,307.7655
LN-6303,2024-08,31,07:27:37,1498,136,P,-0.8231,1.3263,9S,105W,283.09680000000003
LN-6309,2024-02,25,02:01:15,1500,141,T+,0.1998,2.5411,9N,21W,388.1979
LN-6315,2020-08,21,00:21:36,1502,146,T-,-0.0891,2.6666,12S,2E,328.7028
LN-6321,2024-02,14,01:22:52,1504,151,P,-0.488,2.0077,13N,11W,367.36424999999997
LN-6327,2021-08,10,16:12:02,1507,156,P,0.6669,1.6215,15S,125E,309.63120000000004
LN-6333,2020-02,3,05:43:56,1509,161,N,-1.1489,0.7695,16N,77W,246.30104999999998
LN-6338,2021-06,30,13:51:10,1511,128,N,-1.2672,0.5588,24S,160E,224.53454999999997
LN-6339,2020-07,30,02:35:53,1511,166,N,1.4873,0.1429,17S,31W,114.56189999999998
LN-6344,2024-12,24,06:15:46,1513,133,P,0.9388,1.1213,24N,88W,264.23249999999996
LN-6350,2021-06,19,14:55:56,1515,138,P,-0.5279,1.9251,24S,143E,366.0168
LN-6356,2020-12,13,21:58:14,1517,143,T,0.2783,2.3367,23N,35E,329.9466
LN-6362,2023-06,8,17:01:23,1519,148,T+,0.24100000000000002,2.4366,23S,111E,369.1263
LN-6368,2022-12,3,10:39:16,1521,153,T,-0.4258,2.0891,22N,156W,342.79920000000004
LN-6374,2024-05,29,01:46:15,1523,158,P,0.9791,1.0557,21S,21W,270.4515
LN-6380,2023-11,22,16:34:46,1526,163,N,-1.1754,0.7402,19N,114E,254.904
LN-6385,2025-04,18,08:44:26,1527,130,P,-0.8975,1.1879,12S,125W,268.27485
LN-6391,2022-10,11,23:17:01,1530,135,N,1.0802,0.9148,8N,14E,281.33475
LN-6397,2020-04,8,00:32:52,1532,140,T-,-0.2048,2.4726,7S,1W,337.61670000000004
LN-6403,2024-10,1,03:41:07,1534,145,T,0.3108,2.3007,4N,51W,355.34085
LN-6409,2024-03,28,11:27:42,1536,150,P,0.539,1.8883,3S,164W,343.2138
LN-6415,2022-09,20,15:27:28,1538,155,T,-0.43700000000000006,2.0413,1S,133E,324.7641
LN-6421,2023-03,17,14:56:26,1540,160,N,1.2905,0.5344,2N,145E,224.4309
LN-6426,2023-08,12,00:36:43,1542,127,N,1.3801,0.2995,14S,2W,148.24814999999998
LN-6427,2021-09,10,07:48:23,1542,165,N,-1.1363,0.7462,6S,111W,222.5652
LN-6432,2020-02,4,20:36:27,1544,132,Nx,-1.0242,1.0184,15N,60E,289.62675
LN-6438,2024-07,31,15:22:37,1546,137,P,0.6822,1.6002,17S,138E,313.9845
LN-6444,2020-01,24,03:01:30,1549,142,T,-0.2872,2.3426,19N,36W,348.18899999999996
LN-6450,2023-07,20,23:47:33,1551,147,T-,-0.0849,2.7232,20S,11E,374.20515
LN-6456,2025-01,13,16:02:19,1553,152,T,0.4007,2.1118,22N,128E,323.1057
LN-6462,2024-07,10,01:40:39,1555,157,P,-0.8624,1.3106,23S,17W,325.17870000000005
LN-6468,2021-01,3,07:44:09,1557,162,N,1.0579,0.9041,24N,109W,243.39884999999998
LN-6473,2024-05,30,14:13:13,1559,129,N,1.1767,0.7131,21S,153E,241.8441
LN-6479,2022-11,24,07:55:24,1561,134,Nx,-1.011,1.0229,19N,116W,278.12159999999994
LN-6485,2024-05,19,00:54:02,1564,139,T,0.3744,2.1589,19S,8W,331.91595000000007
LN-6491,2022-11,12,11:52:58,1566,144,T,-0.327,2.3013,18N,176W,378.4548
LN-6497,2023-05,8,16:42:30,1568,149,T,-0.3589,2.1739,18S,115E,320.4108
LN-6503,2025-11,1,11:26:31,1570,154,T,0.379,2.2076,15N,169W,378.2475
LN-6509,2022-04,28,09:13:29,1572,159,N,-1.0819,0.856,15S,133W,240.393
LN-6515,2020-10,21,14:05:41,1574,164,N,1.0739,0.9099,12N,151E,269.41499999999996
LN-6520,2025-03,19,08:09:29,1576,131,P,0.914,1.2096,1N,114W,303.93045
LN-6526,2020-09,11,15:08:19,1578,136,P,-0.8822,1.2181,5S,139E,274.07925
LN-6532,2020-03,7,09:46:47,1581,141,T+,0.2233,2.497,5N,137W,387.47235
LN-6538,2024-08,31,08:00:19,1583,146,T-,-0.1549,2.5471,8S,113W,328.08090000000004
LN-6544,2024-02,24,09:21:26,1585,151,P,-0.4712,2.0365,9N,131W,367.4679
LN-6550,2021-08,20,23:32:24,1587,156,P,0.5976,1.7509,11S,14E,317.92320000000007
LN-6556,2023-02,13,14:09:12,1589,161,N,-1.1371,0.7891,12N,157E,247.95945
LN-6561,2021-07,11,20:27:10,1591,128,N,-1.3526,0.4032,23S,62E,194.06145
LN-6562,2021-08,10,09:26:46,1592,166,N,1.4146,0.2785,14S,134W,158.71679999999998
LN-6567,2023-01,4,15:06:28,1593,133,P,0.9433,1.113,24N,141E,263.29965000000004
LN-6573,2023-06,30,21:23:33,1596,138,P,-0.6134,1.7673,24S,47E,357.41384999999997
LN-6579,2021-12,25,06:43:03,1598,143,T,0.2865,2.3231,24N,94W,330.3612
LN-6585,2021-06,18,23:51:43,1600,148,T+,0.163,2.5775,23S,9E,369.85185
LN-6591,2024-12,13,19:02:44,1602,153,T,-0.4148,2.1117,23N,79E,344.97585
LN-6597,2020-06,8,09:07:46,1604,158,P,0.9093,1.1811,22S,130W,281.0238
LN-6603,2023-12,3,00:30:10,1607,163,N,-1.1584,0.7739,21N,4W,260.60474999999997
LN-6608,2022-04,29,16:45:47,1608,130,P,-0.9439,1.1015,16S,114E,260.7084
LN-6614,2022-10,23,06:38:03,1611,135,N,1.123,0.8370000000000001,12N,97W,270.96975
LN-6620,2021-04,19,08:33:01,1613,140,T-,-0.247,2.395,11S,122W,337.09845000000007
LN-6626,2020-10,12,11:18:38,1615,145,T,0.3567,2.2164,8N,166W,351.81675
LN-6632,2020-04,7,19:13:18,1617,150,P,0.5027,1.955,7S,79E,347.25615000000005
LN-6638,2020-09,30,23:18:44,1620,155,T,-0.3856,2.1357,3N,15E,327.0444
LN-6644,2024-03,27,22:29:42,1622,160,N,1.2589,0.5915,2S,31E,235.0032
LN-6649,2021-08,22,08:09:08,1624,127,N,1.4483,0.1758,10S,115W,115.08014999999999
LN-6650,2023-09,20,15:38:06,1624,165,N,-1.0812,0.8485,2S,131E,235.0032
LN-6655,2022-02,15,04:44:31,1626,132,Nx,-1.0329,1.0003,12N,61W,286.6209
LN-6661,2022-08,11,22:33:32,1628,137,P,0.7588,1.462,14S,30E,306.41805
LN-6667,2022-02,4,11:35:58,1630,142,T,-0.2921,2.3317,16N,164W,346.63425
LN-6673,2020-08,1,06:28:18,1633,147,T-,-0.0012,2.8786,18S,88W,376.1745
LN-6679,2020-01,25,00:52:56,1635,152,T,0.3958,2.12,20N,4W,322.79475
LN-6685,2021-07,20,08:06:21,1637,157,P,-0.7756,1.4701,21S,113W,338.23859999999996
LN-6691,2021-01,13,16:35:03,1639,162,N,1.0544,0.9111,22N,120E,244.43535
LN-6696,2022-06,9,21:15:08,1641,129,N,1.244,0.5870000000000001,22S,48E,221.1141
LN-6697,2025-07,9,09:38:29,1641,167,Nb,-1.5025,0.1243,24S,136W,109.48304999999999
LN-6702,2025-12,4,16:08:21,1643,134,N,-1.03,0.9907,21N,122E,275.8413
LN-6708,2024-05,30,08:25:22,1646,139,T,0.4375,2.0408,21S,120W,326.73345
LN-6714,2023-11,23,19:37:00,1648,144,T,-0.354,2.2542,20N,69E,378.14385
LN-6720,2020-05,20,00:31:08,1650,149,T,-0.3011,2.2786,20S,2W,322.6911
LN-6726,2020-11,12,19:00:51,1652,154,T,0.3451,2.2708,18N,77E,380.00955
LN-6732,2023-05,8,17:03:20,1655,159,N,-1.0325,0.9464,18S,110E,250.96529999999998
LN-6738,2022-10,31,21:52:27,1657,164,N,1.035,0.9813,15N,34E,276.8778
LN-6743,2023-03,29,15:56:33,1659,131,P,0.9493,1.1448,3S,129E,298.54065
LN-6749,2024-09,21,22:55:50,1661,136,P,-0.9362,1.1193,1S,22E,265.16535
LN-6755,2022-03,18,17:24:17,1663,141,T+,0.2534,2.4406,1N,108E,386.22855
LN-6761,2021-09,11,15:43:56,1665,146,T-,-0.2167,2.4353,4S,130E,327.0444
LN-6767,2021-03,7,17:12:49,1668,151,P,-0.44799999999999995,2.0768,5N,111E,367.98615
LN-6773,2023-09,1,06:56:14,1670,156,P,0.5317,1.8743,8S,97W,325.07505
LN-6779,2025-02,24,22:29:44,1672,161,N,-1.1206,0.8168,8N,32E,250.5507
LN-6784,2024-07,22,03:01:34,1674,128,N,-1.4381,0.2475,21S,36W,154.67445
LN-6785,2023-08,20,16:20:01,1674,166,N,1.3441,0.4103,11S,122E,191.0556
LN-6790,2023-01,14,23:58:01,1676,133,P,0.9477,1.1048,22N,10E,262.3668
LN-6796,2023-07,11,03:50:12,1678,138,P,-0.7,1.6079,23S,49W,347.25615000000005
LN-6802,2025-01,4,15:31:00,1681,143,T,0.2921,2.3141,23N,135E,330.9831
LN-6808,2020-06,30,06:38:43,1683,148,T+,0.0811,2.7258,23S,91W,369.7482
LN-6814,2024-12,25,03:31:04,1685,153,T,-0.4084,2.1256,23N,46W,346.84155
LN-6820,2024-06,19,16:25:17,1688,158,P,0.835,1.3153,23S,121E,290.87055
LN-6826,2025-12,14,08:31:21,1690,163,N,-1.1463,0.7981,22N,122W,264.8544
LN-6831,2020-05,10,00:40:14,1692,130,P,-0.9961,1.0046,19S,4W,251.5872
LN-6832,2022-06,8,07:57:03,1692,168,Nb,1.5204,0.0407,21S,112W,55.6887
LN-6837,2024-11,2,14:09:22,1694,135,N,1.1581,0.7731,16N,150E,261.64125
LN-6843,2020-04,29,16:26:25,1696,140,T,-0.2942,2.3083,15S,120E,336.1656
LN-6849,2020-10,22,19:04:11,1698,145,T,0.3969,2.1426,12N,77E,348.3963
LN-6855,2024-04,19,02:51:33,1701,150,P,0.461,2.0315,11S,36W,351.5058
LN-6861,2022-10,12,07:17:08,1703,155,T,-0.3398,2.2201,7N,105W,328.80645000000004
LN-6867,2021-04,8,05:53:58,1705,160,N,1.2203,0.6615,6S,81W,247.0266
LN-6872,2025-09,2,15:45:57,1707,127,Ne,1.5126,0.0596,6S,130E,67.81575
LN-6873,2020-10,1,23:35:11,1708,165,N,-1.0323,0.9398,2N,11E,245.16089999999997
LN-6878,2023-02,26,12:48:08,1709,132,N,-1.0459,0.9742,8N,178E,282.57854999999995
LN-6884,2023-08,22,05:48:05,1712,137,P,0.8315,1.3309,11S,79W,298.2297
LN-6890,2024-02,14,20:06:30,1714,142,T,-0.3008,2.3135,12N,69E,344.76855
LN-6896,2025-08,11,13:11:57,1716,147,T+,0.0794,2.737,15S,171E,377.10735
LN-6902,2020-02,4,09:41:29,1719,152,T,0.3892,2.1311,17N,135W,322.58745
LN-6908,2023-07,31,14:32:26,1721,157,P,-0.6888,1.6296,19S,151E,349.53645
LN-6914,2023-01,25,01:25:29,1723,162,N,1.0511,0.9176,20N,11W,245.47185
LN-6919,2020-06,21,04:13:10,1725,129,N,1.3146,0.455,22S,55W,196.34175
LN-6920,2021-07,20,16:18:32,1725,167,N,-1.4179,0.278,22S,125E,160.9971
LN-6925,2024-12,16,00:26:02,1727,134,N,-1.0444,0.9666,22N,1W,274.1829
LN-6931,2020-06,9,15:52:08,1730,139,P,0.5047,1.9153,22S,129E,320.72175000000004
LN-6937,2025-12,4,03:28:39,1732,144,T,-0.3739,2.2195,22N,48W,378.0402
LN-6943,2020-05,30,08:13:38,1734,149,T-,-0.2381,2.3931,22S,117W,324.86775
LN-6949,2024-11,23,02:43:40,1737,154,T,0.3178,2.3216,21N,37W,381.14970000000005
LN-6955,2022-05,20,00:45:23,1739,159,P,-0.9772,1.0477,21S,5W,261.74490000000003
LN-6961,2024-11,12,05:48:45,1741,164,Nx,1.003,1.0401,19N,84W,282.37125000000003
LN-6966,2020-04,9,23:33:33,1743,131,P,0.9919,1.0664,7S,15E,291.38879999999995
LN-6972,2021-10,3,06:51:07,1745,136,P,-0.9842,1.0318,3N,98W,256.66605
LN-6978,2022-03,29,00:54:06,1748,141,T,0.2895,2.3731,3S,5W,384.57015
LN-6984,2021-09,21,23:33:16,1750,146,T,-0.2732,2.3332,0S,12E,325.8006
LN-6990,2023-03,18,00:59:22,1752,151,T,-0.4202,2.1252,1N,6W,368.50440000000003
LN-6996,2022-09,11,14:24:12,1755,156,T,0.47,1.9902,4S,150E,331.29404999999997
LN-7002,2024-03,7,06:46:52,1757,161,N,-1.1006,0.8507,4N,92W,253.76385
LN-7007,2020-08,2,09:35:06,1759,128,Ne,-1.5233,0.0927,19S,134W,96.21585
LN-7008,2021-08,31,23:15:21,1759,166,N,1.2755,0.5387,7S,18E,217.27904999999998
LN-7013,2023-01,26,08:49:56,1761,133,P,0.9521,1.0963,20N,122W,261.43395
LN-7019,2023-07,22,10:17:26,1763,138,P,-0.7862,1.4493,21S,145W,335.5437
LN-7025,2023-01,16,00:18:34,1766,143,T,0.2977,2.3047,21N,5E,331.50135
LN-7031,2021-07,10,13:27:45,1768,148,T-,-0.0002,2.8724,22S,167E,368.7117
LN-7037,2025-01,4,12:00:29,1770,153,T,-0.4031,2.1372,22N,172W,348.6036
LN-7043,2025-06,29,23:42:27,1773,158,P,0.7595,1.4519,22S,13E,299.5771500000001
LN-7049,2020-12,24,16:35:18,1775,163,N,-1.1366,0.8176,22N,118E,268.27485
LN-7054,2021-05,21,08:28:02,1777,130,N,-1.0538,0.8977,21S,120W,240.60029999999998
LN-7055,2020-06,19,15:30:31,1777,168,N,1.4525,0.1642,22S,135E,110.51955000000001
LN-7060,2022-11,13,21:50:12,1779,135,N,1.1859,0.7227,19N,36E,253.8675
LN-7066,2023-05,11,00:09:06,1782,140,T,-0.3498,2.2064,18S,4E,334.5072
LN-7072,2024-11,3,03:01:01,1784,145,T,0.4285,2.0843,15N,42W,345.28679999999997
LN-7078,2025-04,29,10:18:28,1786,150,T,0.4106,2.124,14S,148W,356.06640000000004
LN-7084,2023-10,22,15:24:53,1789,155,T,-0.3012,2.2913,11N,132E,329.9466
LN-7090,2024-04,18,13:08:28,1791,160,N,1.1738,0.7457,10S,170E,260.2938
LN-7096,2022-10,12,07:39:27,1793,165,P,-0.9892,1.0204,7N,110W,253.55655
LN-7101,2024-03,8,20:47:08,1795,132,N,-1.0631,0.94,4N,58E,277.49969999999996
LN-7107,2023-09,2,13:03:42,1798,137,P,0.9023,1.2037,7S,171E,289.00485
LN-7113,2025-02,26,04:34:54,1800,142,T,-0.312,2.2906,8N,58W,342.79920000000004
LN-7119,2022-08,22,19:56:32,1802,147,T+,0.1584,2.5943,11S,69E,377.211
LN-7125,2023-02,15,18:27:33,1805,152,T,0.3803,2.1461,13N,94E,322.4838
LN-7131,2023-08,10,21:01:26,1807,157,P,-0.6042,1.7854,16S,54E,358.9686
LN-7137,2021-02,4,10:14:49,1809,162,N,1.0475,0.9244,17N,143W,246.612
LN-7142,2022-07,1,11:11:08,1811,129,N,1.386,0.3218,22S,159W,166.38689999999997
LN-7143,2024-07,30,23:01:14,1812,167,N,-1.3341,0.4307,19S,24E,196.85999999999999
LN-7148,2020-12,26,08:46:27,1814,134,N,-1.056,0.9475,22N,124W,273.04275
LN-7154,2023-06,20,23:17:05,1816,139,P,0.5741,1.7859,23S,19E,313.88085
LN-7160,2025-12,15,11:24:39,1818,144,T,-0.3903,2.1911,23N,165W,377.93655
LN-7166,2020-06,10,15:51:26,1821,149,T-,-0.1708,2.5156,23S,130E,326.6298
LN-7172,2021-12,4,10:34:13,1823,154,T,0.2963,2.3615,22N,154W,381.87525
LN-7178,2025-05,30,08:21:38,1825,159,P,-0.9176,1.1573,23S,118W,272.5245
LN-7184,2024-11,22,13:52:59,1828,164,P,0.9765,1.0883,21N,155E,286.51725
LN-7189,2021-04,20,07:01:04,1830,131,N,1.0414,0.9755,11S,97W,282.0603
LN-7195,2020-10,13,14:54:30,1832,136,N,-1.0259,0.9559,7N,141E,248.78865
LN-7201,2021-04,9,08:13:59,1834,141,T,0.3337,2.2904,7S,115W,382.08254999999997
LN-7207,2020-10,3,07:29:03,1837,146,T,-0.3243,2.2415,4N,107W,324.34950000000003
LN-7213,2024-03,29,08:37:39,1839,151,T,-0.3849,2.1873,4S,121W,369.22995000000003
LN-7219,2023-09,22,21:58:06,1841,156,T,0.4136,2.0965,0N,36E,336.68385
LN-7225,2020-03,17,14:56:25,1844,161,N,-1.0736,0.8975,0S,145E,258.32445
LN-7231,2024-09,11,06:16:14,1846,166,N,1.2116,0.6587,3S,88W,238.42365
LN-7236,2024-02,5,17:40:16,1848,133,P,0.9585,1.0839,17N,106E,260.0865
LN-7242,2024-08,1,16:45:35,1850,138,P,-0.8717,1.2919999999999998,18S,119E,322.0692
LN-7248,2025-01,26,09:06:34,1853,143,T,0.3029,2.296,19N,126W,332.12325
LN-7254,2023-07,21,20:16:47,1855,148,T-,-0.0826,2.7194,20S,66E,366.6387
LN-7260,2021-01,15,20:31:07,1858,153,T,-0.3996,2.1452,21N,62E,350.15835
LN-7266,2024-07,11,06:58:13,1860,158,P,0.6818,1.5926,21S,95W,307.3509
LN-7272,2024-01,5,00:42:53,1862,163,N,-1.1301,0.8309,22N,2W,270.6588
LN-7277,2022-05,31,16:10:46,1864,130,N,-1.1157,0.7836,23S,125E,227.64405
LN-7278,2021-06,29,23:02:17,1865,168,N,1.383,0.2909,22S,23E,145.2423
LN-7283,2023-11,24,05:39:09,1867,135,N,1.2078,0.6828,22N,81W,247.23389999999998
LN-7289,2024-05,21,07:46:01,1869,140,T,-0.4096,2.0969,21S,109W,332.12325
LN-7295,2025-11,13,11:06:01,1871,145,T,0.4544,2.0367,19N,163W,342.48825
LN-7301,2024-05,10,17:36:56,1874,150,T,0.354,2.2281,18S,103E,360.52335
LN-7307,2023-11,2,23:40:12,1876,155,T-,-0.2685,2.3518,15N,9E,330.67215000000004
LN-7313,2024-04,29,20:14:12,1879,160,N,1.1201,0.8432,14S,64E,274.1829
LN-7319,2022-10,23,15:51:13,1881,165,P,-0.9525,1.0893,11N,126E,260.2938
LN-7324,2022-03,19,04:38:54,1883,132,N,-1.0867,0.8938,1S,60W,270.76245
LN-7330,2023-09,12,20:25:19,1885,137,P,0.9671,1.0876,3S,60E,279.46905
LN-7336,2020-03,8,12:57:32,1888,142,T,-0.3284,2.2579,4N,176E,340.62255
LN-7342,2025-09,2,02:44:50,1890,147,T+,0.2335,2.4587,7S,33W,376.3818
LN-7348,2020-02,26,03:08:54,1893,152,T,0.3674,2.1683,9N,36W,322.58745
LN-7354,2022-08,22,03:34:22,1895,157,P,-0.5225,1.936,12S,45W,366.6387
LN-7360,2022-02,15,18:59:22,1897,162,N,1.0403,0.9376,13N,87E,248.37404999999998
LN-7365,2022-07,12,18:08:13,1899,129,N,1.4585,0.1868,20S,98E,127.82910000000001
LN-7366,2023-08,11,05:47:49,1900,167,N,-1.2521,0.5803,16S,77W,224.53454999999997
LN-7371,2022-01,6,17:09:04,1902,134,N,-1.0652,0.9325,21N,112E,272.3172
LN-7377,2025-07,1,06:40:09,1904,139,P,0.6457,1.6529,22S,91W,306.00345000000004
LN-7383,2021-12,25,19:24:44,1907,144,T,-0.40299999999999997,2.1691,23N,77E,377.8329
LN-7389,2020-06,20,23:25:26,1909,149,T-,-0.1005,2.6442,23S,17E,327.8736
LN-7395,2024-12,14,18:32:07,1911,154,T,0.2805,2.3907,23N,88E,382.08254999999997
LN-7401,2022-06,10,15:50:01,1914,159,P,-0.8521,1.2778,24S,131E,283.40774999999996
LN-7407,2025-12,3,22:06:11,1916,164,P,0.9567,1.1243,23N,34E,289.21215000000007
LN-7412,2022-05,1,14:18:45,1918,131,N,1.0978,0.8717,14S,153E,270.24420000000003
LN-7418,2023-10,24,23:06:08,1921,136,N,-1.0614,0.8917,11N,18E,241.6368
LN-7424,2025-04,20,15:25:41,1923,141,T,0.3845,2.1957,11S,137E,378.76575
LN-7430,2022-10,14,15:31:59,1925,146,T,-0.369,2.1614,8N,132E,322.89840000000004
LN-7436,2020-04,9,16:10:39,1928,151,T,-0.3445,2.2586,8S,126E,370.05915000000005
LN-7442,2020-10,4,05:36:14,1930,156,T,0.3614,2.1952,5N,79W,341.45175
LN-7448,2024-03,29,23:01:38,1933,161,N,-1.0422,0.9520000000000001,4S,23E,263.4033
LN-7454,2021-09,23,13:21:50,1935,166,N,1.1517,0.7714,1N,165E,256.25145
LN-7459,2020-02,18,02:26:58,1937,133,P,0.9679,1.0657,13N,25W,258.32445
LN-7465,2021-08,13,23:17:51,1940,138,P,-0.9539,1.1412,15S,21E,307.3509
LN-7471,2020-02,7,17:51:11,1942,143,T,0.3106,2.2824,16N,104E,332.53785
LN-7477,2020-08,2,03:10:29,1944,148,T-,-0.1619,2.5726,18S,38W,363.7365
LN-7483,2024-01,27,04:58:58,1947,153,T,-0.3944,2.1561,18N,64W,351.7131
LN-7489,2022-07,22,14:16:22,1949,158,P,0.6052,1.7318,20S,156E,313.88085
LN-7495,2025-01,16,08:50:19,1952,163,N,-1.1237,0.8436,20N,123W,273.04275
LN-7500,2021-06,12,23:46:43,1954,130,N,-1.183,0.6597,24S,12E,211.68195
LN-7501,2024-07,12,06:31:08,1954,168,N,1.3108,0.4229,21S,88W,172.91685
LN-7506,2020-12,6,13:36:27,1956,135,N,1.2234,0.6542,23N,161E,242.15504999999996
LN-7512,2025-06,2,15:13:55,1959,140,P,-0.4765,1.9746,23S,139E,328.80645000000004
LN-7518,2022-11,25,19:20:19,1961,145,P,0.4734,2.0015,21N,75E,340.00065000000006
LN-7524,2022-05,22,00:45:18,1963,150,T,0.2896,2.3465,20S,4W,364.87665000000004
LN-7530,2023-11,14,08:04:33,1966,155,T-,-0.2426,2.3997,18N,117W,331.08675
LN-7536,2025-05,11,03:10:50,1968,160,N,1.0591,0.9539,17S,40W,288.48659999999995
LN-7542,2023-11,4,00:09:40,1971,165,P,-0.9216,1.1479,14N,2E,265.89090000000004
LN-7547,2025-03,31,12:25:16,1973,132,N,-1.1153,0.8384,5S,177W,262.67775
LN-7553,2020-09,25,03:50:47,1975,137,N,1.0277,0.9796,2N,52W,269.6223
LN-7559,2025-03,20,21:14:33,1978,142,T,-0.3502,2.2152,0S,51E,338.0313
LN-7565,2020-09,14,09:37:36,1980,147,T,0.3042,2.3315,3S,137W,374.82705
LN-7571,2022-03,9,11:45:52,1983,152,T,0.3508,2.1973,5N,166W,322.89840000000004
LN-7577,2020-09,2,10:12:37,1985,157,T,-0.4447,2.0795,8S,145W,372.8577
LN-7583,2025-02,27,03:40:03,1988,162,N,1.0305,0.9555,9N,43W,250.65435
LN-7588,2021-07,24,01:08:17,1990,129,Ne,1.5292,0.0555,18S,7W,70.09604999999999
LN-7589,2024-08,22,12:40:07,1990,167,N,-1.1735,0.7237,13S,180E,246.4047
LN-7594,2024-01,18,01:31:45,1992,134,N,-1.0735,0.9188,20N,13W,271.5916500000001
LN-7600,2024-07,13,14:02:30,1994,139,P,0.7183,1.5184,21S,159E,297.29684999999995
LN-7606,2021-01,7,03:27:06,1997,144,T,-0.4133,2.1512,22N,42W,377.8329
LN-7612,2021-07,3,06:57:20,1999,149,T-,-0.0286,2.7759,23S,95W,328.4955
LN-7618,2023-12,27,02:33:58,2002,154,T+,0.2678,2.4139,24N,30W,381.9789
LN-7624,2022-06,21,23:14:53,2004,159,P,-0.7845,1.4027,24S,20E,293.56545000000006
LN-7630,2022-12,15,06:25:32,2007,164,P,0.9418,1.1512,24N,90W,290.87055
LN-7635,2020-05,12,21:27:24,2009,131,N,1.1607,0.7562,17S,46E,255.21495
LN-7641,2023-11,5,07:25:07,2011,136,N,-1.0911,0.8379,15N,107W,235.4178
LN-7647,2021-05,1,22:28:05,2014,141,T,0.4426,2.0873,15S,31E,374.51609999999994
LN-7653,2021-10,25,23:42:26,2016,146,T,-0.4073,2.0934,12N,9E,321.65459999999996
LN-7659,2021-04,20,23:33:42,2019,151,T,-0.2952,2.3461,12S,15E,370.78470000000004
LN-7665,2021-10,15,13:22:29,2021,156,T,0.3168,2.2802,9N,164E,345.39045
LN-7671,2021-04,9,06:58:47,2024,161,P,-1.0036,1.0199,8S,96W,269.41499999999996
LN-7677,2023-10,3,20:33:57,2026,166,N,1.0976,0.8736,5N,57E,270.96975
LN-7682,2020-02,28,11:09:03,2028,133,P,0.9813,1.0401,9N,155W,255.7332
LN-7688,2022-08,24,05:54:22,2031,138,N,-1.0327,0.9968,12S,79W,291.28515000000004
LN-7694,2022-02,18,02:32:59,2033,143,T,0.3201,2.2652,12N,26W,332.8488
LN-7700,2025-08,13,10:06:08,2036,148,T-,-0.2405,2.4273,15S,141W,359.90145
LN-7706,2020-02,7,13:25:20,2038,153,T,-0.3887,2.1676,15N,170E,353.37149999999997
LN-7712,2020-08,2,21:35:48,2041,158,P,0.5288,1.8709,17S,46E,319.3743
LN-7718,2022-01,27,16:56:50,2043,163,N,-1.1169,0.8567,18N,117E,275.32304999999997
LN-7723,2022-06,23,07:19:46,2045,130,N,-1.2525,0.5322,25S,100W,192.714
